label,class,image,dataset
0,car,07745.jpg,train
5,plane,07746.jpg,train
1,harbor,07747.jpg,train
9,storage_tank,07748.jpg,train
7,ship,07749.jpg,train
3,oil_gas_field,07750.jpg,train
8,stadium,07751.jpg,train
4,parking_lot,07752.jpg,train
2,helicopter,07753.jpg,train
4,parking_lot,07754.jpg,train
7,ship,07755.jpg,train
7,ship,07756.jpg,train
7,ship,07757.jpg,train
0,car,07758.jpg,train
9,storage_tank,07759.jpg,train
6,runway_mark,07760.jpg,train
8,stadium,07761.jpg,train
4,parking_lot,07762.jpg,train
3,oil_gas_field,07763.jpg,train
3,oil_gas_field,07764.jpg,train
6,runway_mark,07765.jpg,train
0,car,07766.jpg,train
3,oil_gas_field,07767.jpg,train
6,runway_mark,07768.jpg,train
7,ship,07769.jpg,train
5,plane,07770.jpg,train
9,storage_tank,07771.jpg,train
7,ship,07772.jpg,train
1,harbor,07773.jpg,train
2,helicopter,07774.jpg,train
0,car,07775.jpg,train
7,ship,07776.jpg,train
1,harbor,07777.jpg,train
3,oil_gas_field,07778.jpg,train
5,plane,07779.jpg,train
3,oil_gas_field,07780.jpg,train
9,storage_tank,07781.jpg,train
2,helicopter,07782.jpg,train
5,plane,07783.jpg,train
1,harbor,07784.jpg,train
9,storage_tank,07785.jpg,train
4,parking_lot,07786.jpg,train
9,storage_tank,07787.jpg,train
0,car,07788.jpg,train
6,runway_mark,07789.jpg,train
1,harbor,07790.jpg,train
9,storage_tank,07791.jpg,train
6,runway_mark,07792.jpg,train
8,stadium,07793.jpg,train
4,parking_lot,07794.jpg,train
3,oil_gas_field,07795.jpg,train
8,stadium,07796.jpg,train
2,helicopter,07797.jpg,train
8,stadium,07798.jpg,train
3,oil_gas_field,07799.jpg,train
4,parking_lot,07800.jpg,train
4,parking_lot,07801.jpg,train
3,oil_gas_field,07802.jpg,train
6,runway_mark,07803.jpg,train
1,harbor,07804.jpg,train
3,oil_gas_field,07805.jpg,train
3,oil_gas_field,07806.jpg,train
9,storage_tank,07807.jpg,train
7,ship,07808.jpg,train
8,stadium,07809.jpg,train
4,parking_lot,07810.jpg,train
5,plane,07811.jpg,train
1,harbor,07812.jpg,train
6,runway_mark,07813.jpg,train
3,oil_gas_field,07814.jpg,train
3,oil_gas_field,07815.jpg,train
6,runway_mark,07816.jpg,train
6,runway_mark,07817.jpg,train
5,plane,07818.jpg,train
3,oil_gas_field,07819.jpg,train
5,plane,07820.jpg,train
7,ship,07821.jpg,train
1,harbor,07822.jpg,train
2,helicopter,07823.jpg,train
6,runway_mark,07824.jpg,train
7,ship,07825.jpg,train
6,runway_mark,07826.jpg,train
3,oil_gas_field,07827.jpg,train
3,oil_gas_field,07828.jpg,train
4,parking_lot,07829.jpg,train
8,stadium,07830.jpg,train
0,car,07831.jpg,train
3,oil_gas_field,07832.jpg,train
4,parking_lot,07833.jpg,train
0,car,07834.jpg,train
2,helicopter,07835.jpg,train
6,runway_mark,07836.jpg,train
0,car,07837.jpg,train
6,runway_mark,07838.jpg,train
3,oil_gas_field,07839.jpg,train
3,oil_gas_field,07840.jpg,train
2,helicopter,07841.jpg,train
4,parking_lot,07842.jpg,train
0,car,07843.jpg,train
4,parking_lot,07844.jpg,train
2,helicopter,07845.jpg,train
1,harbor,07846.jpg,train
6,runway_mark,07847.jpg,train
2,helicopter,07848.jpg,train
4,parking_lot,07849.jpg,train
7,ship,07850.jpg,train
1,harbor,07851.jpg,train
0,car,07852.jpg,train
3,oil_gas_field,07853.jpg,train
2,helicopter,07854.jpg,train
2,helicopter,07855.jpg,train
3,oil_gas_field,07856.jpg,train
5,plane,07857.jpg,train
7,ship,07858.jpg,train
9,storage_tank,07859.jpg,train
1,harbor,07860.jpg,train
9,storage_tank,07861.jpg,train
2,helicopter,07862.jpg,train
2,helicopter,07863.jpg,train
5,plane,07864.jpg,train
3,oil_gas_field,07865.jpg,train
3,oil_gas_field,07866.jpg,train
5,plane,07867.jpg,train
2,helicopter,07868.jpg,train
2,helicopter,07869.jpg,train
6,runway_mark,07870.jpg,train
5,plane,07871.jpg,train
0,car,07872.jpg,train
9,storage_tank,07873.jpg,train
1,harbor,07874.jpg,train
4,parking_lot,07875.jpg,train
9,storage_tank,07876.jpg,train
5,plane,07877.jpg,train
5,plane,07878.jpg,train
8,stadium,07879.jpg,train
2,helicopter,07880.jpg,train
2,helicopter,07881.jpg,train
6,runway_mark,07882.jpg,train
5,plane,07883.jpg,train
0,car,07884.jpg,train
2,helicopter,07885.jpg,train
8,stadium,07886.jpg,train
5,plane,07887.jpg,train
0,car,07888.jpg,train
5,plane,07889.jpg,train
4,parking_lot,07890.jpg,train
3,oil_gas_field,07891.jpg,train
5,plane,07892.jpg,train
4,parking_lot,07893.jpg,train
6,runway_mark,07894.jpg,train
5,plane,07895.jpg,train
6,runway_mark,07896.jpg,train
0,car,07897.jpg,train
1,harbor,07898.jpg,train
6,runway_mark,07899.jpg,train
3,oil_gas_field,07900.jpg,train
9,storage_tank,07901.jpg,train
0,car,07902.jpg,train
9,storage_tank,07903.jpg,train
7,ship,07904.jpg,train
8,stadium,07905.jpg,train
0,car,07906.jpg,train
4,parking_lot,07907.jpg,train
3,oil_gas_field,07908.jpg,train
1,harbor,07909.jpg,train
3,oil_gas_field,07910.jpg,train
8,stadium,07911.jpg,train
6,runway_mark,07912.jpg,train
1,harbor,07913.jpg,train
5,plane,07914.jpg,train
7,ship,07915.jpg,train
3,oil_gas_field,07916.jpg,train
6,runway_mark,07917.jpg,train
2,helicopter,07918.jpg,train
8,stadium,07919.jpg,train
3,oil_gas_field,07920.jpg,train
8,stadium,07921.jpg,train
9,storage_tank,07922.jpg,train
6,runway_mark,07923.jpg,train
7,ship,07924.jpg,train
6,runway_mark,07925.jpg,train
8,stadium,07926.jpg,train
3,oil_gas_field,07927.jpg,train
0,car,07928.jpg,train
2,helicopter,07929.jpg,train
5,plane,07930.jpg,train
7,ship,07931.jpg,train
9,storage_tank,07932.jpg,train
3,oil_gas_field,07933.jpg,train
4,parking_lot,07934.jpg,train
9,storage_tank,07935.jpg,train
7,ship,07936.jpg,train
1,harbor,07937.jpg,train
3,oil_gas_field,07938.jpg,train
8,stadium,07939.jpg,train
3,oil_gas_field,07940.jpg,train
7,ship,07941.jpg,train
7,ship,07942.jpg,train
5,plane,07943.jpg,train
7,ship,07944.jpg,train
0,car,07945.jpg,train
1,harbor,07946.jpg,train
0,car,07947.jpg,train
2,helicopter,07948.jpg,train
6,runway_mark,07949.jpg,train
3,oil_gas_field,07950.jpg,train
8,stadium,07951.jpg,train
3,oil_gas_field,07952.jpg,train
2,helicopter,07953.jpg,train
1,harbor,07954.jpg,train
5,plane,07955.jpg,train
7,ship,07956.jpg,train
9,storage_tank,07957.jpg,train
8,stadium,07958.jpg,train
9,storage_tank,07959.jpg,train
9,storage_tank,07960.jpg,train
8,stadium,07961.jpg,train
7,ship,07962.jpg,train
4,parking_lot,07963.jpg,train
9,storage_tank,07964.jpg,train
9,storage_tank,07965.jpg,train
1,harbor,07966.jpg,train
9,storage_tank,07967.jpg,train
8,stadium,07968.jpg,train
3,oil_gas_field,07969.jpg,train
9,storage_tank,07970.jpg,train
9,storage_tank,07971.jpg,train
3,oil_gas_field,07972.jpg,train
1,harbor,07973.jpg,train
8,stadium,07974.jpg,train
5,plane,07975.jpg,train
9,storage_tank,07976.jpg,train
3,oil_gas_field,07977.jpg,train
1,harbor,07978.jpg,train
0,car,07979.jpg,train
1,harbor,07980.jpg,train
9,storage_tank,07981.jpg,train
5,plane,07982.jpg,train
1,harbor,07983.jpg,train
4,parking_lot,07984.jpg,train
4,parking_lot,07985.jpg,train
5,plane,07986.jpg,train
8,stadium,07987.jpg,train
4,parking_lot,07988.jpg,train
4,parking_lot,07989.jpg,train
6,runway_mark,07990.jpg,train
0,car,07991.jpg,train
5,plane,07992.jpg,train
5,plane,07993.jpg,train
2,helicopter,07994.jpg,train
3,oil_gas_field,07995.jpg,train
3,oil_gas_field,07996.jpg,train
5,plane,07997.jpg,train
8,stadium,07998.jpg,train
4,parking_lot,07999.jpg,train
2,helicopter,08000.jpg,train
2,helicopter,08001.jpg,train
8,stadium,08002.jpg,train
2,helicopter,08003.jpg,train
8,stadium,08004.jpg,train
1,harbor,08005.jpg,train
9,storage_tank,08006.jpg,train
0,car,08007.jpg,train
5,plane,08008.jpg,train
9,storage_tank,08009.jpg,train
6,runway_mark,08010.jpg,train
6,runway_mark,08011.jpg,train
3,oil_gas_field,08012.jpg,train
7,ship,08013.jpg,train
2,helicopter,08014.jpg,train
5,plane,08015.jpg,train
5,plane,08016.jpg,train
4,parking_lot,08017.jpg,train
1,harbor,08018.jpg,train
6,runway_mark,08019.jpg,train
8,stadium,08020.jpg,train
6,runway_mark,08021.jpg,train
5,plane,08022.jpg,train
6,runway_mark,08023.jpg,train
9,storage_tank,08024.jpg,train
5,plane,08025.jpg,train
4,parking_lot,08026.jpg,train
5,plane,08027.jpg,train
6,runway_mark,08028.jpg,train
6,runway_mark,08029.jpg,train
2,helicopter,08030.jpg,train
1,harbor,08031.jpg,train
4,parking_lot,08032.jpg,train
3,oil_gas_field,08033.jpg,train
6,runway_mark,08034.jpg,train
4,parking_lot,08035.jpg,train
1,harbor,08036.jpg,train
9,storage_tank,08037.jpg,train
5,plane,08038.jpg,train
2,helicopter,08039.jpg,train
7,ship,08040.jpg,train
0,car,08041.jpg,train
7,ship,08042.jpg,train
2,helicopter,08043.jpg,train
9,storage_tank,08044.jpg,train
3,oil_gas_field,08045.jpg,train
1,harbor,08046.jpg,train
3,oil_gas_field,08047.jpg,train
8,stadium,08048.jpg,train
2,helicopter,08049.jpg,train
2,helicopter,08050.jpg,train
3,oil_gas_field,08051.jpg,train
6,runway_mark,08052.jpg,train
1,harbor,08053.jpg,train
7,ship,08054.jpg,train
3,oil_gas_field,08055.jpg,train
1,harbor,08056.jpg,train
4,parking_lot,08057.jpg,train
1,harbor,08058.jpg,train
5,plane,08059.jpg,train
1,harbor,08060.jpg,train
0,car,08061.jpg,train
4,parking_lot,08062.jpg,train
4,parking_lot,08063.jpg,train
4,parking_lot,08064.jpg,train
4,parking_lot,08065.jpg,train
4,parking_lot,08066.jpg,train
6,runway_mark,08067.jpg,train
4,parking_lot,08068.jpg,train
9,storage_tank,08069.jpg,train
3,oil_gas_field,08070.jpg,train
1,harbor,08071.jpg,train
1,harbor,08072.jpg,train
7,ship,08073.jpg,train
7,ship,08074.jpg,train
1,harbor,08075.jpg,train
1,harbor,08076.jpg,train
1,harbor,08077.jpg,train
8,stadium,08078.jpg,train
1,harbor,08079.jpg,train
1,harbor,08080.jpg,train
4,parking_lot,08081.jpg,train
7,ship,08082.jpg,train
6,runway_mark,08083.jpg,train
5,plane,08084.jpg,train
2,helicopter,08085.jpg,train
1,harbor,08086.jpg,train
2,helicopter,08087.jpg,train
0,car,08088.jpg,train
4,parking_lot,08089.jpg,train
0,car,08090.jpg,train
9,storage_tank,08091.jpg,train
9,storage_tank,08092.jpg,train
8,stadium,08093.jpg,train
2,helicopter,08094.jpg,train
8,stadium,08095.jpg,train
4,parking_lot,08096.jpg,train
2,helicopter,08097.jpg,train
7,ship,08098.jpg,train
1,harbor,08099.jpg,train
8,stadium,08100.jpg,train
5,plane,08101.jpg,train
4,parking_lot,08102.jpg,train
4,parking_lot,08103.jpg,train
7,ship,08104.jpg,train
4,parking_lot,08105.jpg,train
9,storage_tank,08106.jpg,train
2,helicopter,08107.jpg,train
8,stadium,08108.jpg,train
5,plane,08109.jpg,train
4,parking_lot,08110.jpg,train
4,parking_lot,08111.jpg,train
3,oil_gas_field,08112.jpg,train
4,parking_lot,08113.jpg,train
4,parking_lot,08114.jpg,train
5,plane,08115.jpg,train
1,harbor,08116.jpg,train
3,oil_gas_field,08117.jpg,train
0,car,08118.jpg,train
5,plane,08119.jpg,train
9,storage_tank,08120.jpg,train
2,helicopter,08121.jpg,train
2,helicopter,08122.jpg,train
9,storage_tank,08123.jpg,train
6,runway_mark,08124.jpg,train
5,plane,08125.jpg,train
1,harbor,08126.jpg,train
0,car,08127.jpg,train
4,parking_lot,08128.jpg,train
4,parking_lot,08129.jpg,train
6,runway_mark,08130.jpg,train
5,plane,08131.jpg,train
5,plane,08132.jpg,train
1,harbor,08133.jpg,train
0,car,08134.jpg,train
9,storage_tank,08135.jpg,train
6,runway_mark,08136.jpg,train
2,helicopter,08137.jpg,train
0,car,08138.jpg,train
5,plane,08139.jpg,train
9,storage_tank,08140.jpg,train
6,runway_mark,08141.jpg,train
8,stadium,08142.jpg,train
6,runway_mark,08143.jpg,train
9,storage_tank,08144.jpg,train
9,storage_tank,08145.jpg,train
3,oil_gas_field,08146.jpg,train
2,helicopter,08147.jpg,train
0,car,08148.jpg,train
9,storage_tank,08149.jpg,train
6,runway_mark,08150.jpg,train
1,harbor,08151.jpg,train
7,ship,08152.jpg,train
1,harbor,08153.jpg,train
8,stadium,08154.jpg,train
6,runway_mark,08155.jpg,train
4,parking_lot,08156.jpg,train
2,helicopter,08157.jpg,train
3,oil_gas_field,08158.jpg,train
8,stadium,08159.jpg,train
5,plane,08160.jpg,train
8,stadium,08161.jpg,train
1,harbor,08162.jpg,train
7,ship,08163.jpg,train
4,parking_lot,08164.jpg,train
6,runway_mark,08165.jpg,train
1,harbor,08166.jpg,train
7,ship,08167.jpg,train
7,ship,08168.jpg,train
5,plane,08169.jpg,train
6,runway_mark,08170.jpg,train
3,oil_gas_field,08171.jpg,train
3,oil_gas_field,08172.jpg,train
8,stadium,08173.jpg,train
4,parking_lot,08174.jpg,train
7,ship,08175.jpg,train
9,storage_tank,08176.jpg,train
2,helicopter,08177.jpg,train
9,storage_tank,08178.jpg,train
3,oil_gas_field,08179.jpg,train
9,storage_tank,08180.jpg,train
4,parking_lot,08181.jpg,train
7,ship,08182.jpg,train
6,runway_mark,08183.jpg,train
9,storage_tank,08184.jpg,train
9,storage_tank,08185.jpg,train
3,oil_gas_field,08186.jpg,train
7,ship,08187.jpg,train
9,storage_tank,08188.jpg,train
4,parking_lot,08189.jpg,train
7,ship,08190.jpg,train
5,plane,08191.jpg,train
3,oil_gas_field,08192.jpg,train
3,oil_gas_field,08193.jpg,train
4,parking_lot,08194.jpg,train
9,storage_tank,08195.jpg,train
3,oil_gas_field,08196.jpg,train
0,car,08197.jpg,train
3,oil_gas_field,08198.jpg,train
2,helicopter,08199.jpg,train
7,ship,08200.jpg,train
5,plane,08201.jpg,train
7,ship,08202.jpg,train
3,oil_gas_field,08203.jpg,train
7,ship,08204.jpg,train
5,plane,08205.jpg,train
4,parking_lot,08206.jpg,train
6,runway_mark,08207.jpg,train
6,runway_mark,08208.jpg,train
1,harbor,08209.jpg,train
4,parking_lot,08210.jpg,train
5,plane,08211.jpg,train
7,ship,08212.jpg,train
2,helicopter,08213.jpg,train
6,runway_mark,08214.jpg,train
4,parking_lot,08215.jpg,train
5,plane,08216.jpg,train
0,car,08217.jpg,train
0,car,08218.jpg,train
4,parking_lot,08219.jpg,train
8,stadium,08220.jpg,train
3,oil_gas_field,08221.jpg,train
5,plane,08222.jpg,train
7,ship,08223.jpg,train
8,stadium,08224.jpg,train
4,parking_lot,08225.jpg,train
0,car,08226.jpg,train
5,plane,08227.jpg,train
0,car,08228.jpg,train
2,helicopter,08229.jpg,train
8,stadium,08230.jpg,train
6,runway_mark,08231.jpg,train
6,runway_mark,08232.jpg,train
7,ship,08233.jpg,train
4,parking_lot,08234.jpg,train
3,oil_gas_field,08235.jpg,train
6,runway_mark,08236.jpg,train
1,harbor,08237.jpg,train
5,plane,08238.jpg,train
1,harbor,08239.jpg,train
5,plane,08240.jpg,train
9,storage_tank,08241.jpg,train
4,parking_lot,08242.jpg,train
1,harbor,08243.jpg,train
3,oil_gas_field,08244.jpg,train
8,stadium,08245.jpg,train
5,plane,08246.jpg,train
9,storage_tank,08247.jpg,train
8,stadium,08248.jpg,train
1,harbor,08249.jpg,train
5,plane,08250.jpg,train
8,stadium,08251.jpg,train
6,runway_mark,08252.jpg,train
3,oil_gas_field,08253.jpg,train
1,harbor,08254.jpg,train
0,car,08255.jpg,train
4,parking_lot,08256.jpg,train
4,parking_lot,08257.jpg,train
3,oil_gas_field,08258.jpg,train
4,parking_lot,08259.jpg,train
2,helicopter,08260.jpg,train
3,oil_gas_field,08261.jpg,train
6,runway_mark,08262.jpg,train
7,ship,08263.jpg,train
7,ship,08264.jpg,train
2,helicopter,08265.jpg,train
9,storage_tank,08266.jpg,train
6,runway_mark,08267.jpg,train
6,runway_mark,08268.jpg,train
8,stadium,08269.jpg,train
3,oil_gas_field,08270.jpg,train
4,parking_lot,08271.jpg,train
0,car,08272.jpg,train
5,plane,08273.jpg,train
0,car,08274.jpg,train
2,helicopter,08275.jpg,train
0,car,08276.jpg,train
0,car,08277.jpg,train
1,harbor,08278.jpg,train
0,car,08279.jpg,train
2,helicopter,08280.jpg,train
7,ship,08281.jpg,train
7,ship,08282.jpg,train
4,parking_lot,08283.jpg,train
9,storage_tank,08284.jpg,train
0,car,08285.jpg,train
1,harbor,08286.jpg,train
6,runway_mark,08287.jpg,train
8,stadium,08288.jpg,train
8,stadium,08289.jpg,train
1,harbor,08290.jpg,train
3,oil_gas_field,08291.jpg,train
4,parking_lot,08292.jpg,train
4,parking_lot,08293.jpg,train
2,helicopter,08294.jpg,train
8,stadium,08295.jpg,train
7,ship,08296.jpg,train
7,ship,08297.jpg,train
4,parking_lot,08298.jpg,train
6,runway_mark,08299.jpg,train
1,harbor,08300.jpg,train
3,oil_gas_field,08301.jpg,train
7,ship,08302.jpg,train
8,stadium,08303.jpg,train
4,parking_lot,08304.jpg,train
4,parking_lot,08305.jpg,train
3,oil_gas_field,08306.jpg,train
7,ship,08307.jpg,train
1,harbor,08308.jpg,train
1,harbor,08309.jpg,train
8,stadium,08310.jpg,train
5,plane,08311.jpg,train
8,stadium,08312.jpg,train
7,ship,08313.jpg,train
5,plane,08314.jpg,train
6,runway_mark,08315.jpg,train
1,harbor,08316.jpg,train
7,ship,08317.jpg,train
0,car,08318.jpg,train
9,storage_tank,08319.jpg,train
4,parking_lot,08320.jpg,train
9,storage_tank,08321.jpg,train
3,oil_gas_field,08322.jpg,train
8,stadium,08323.jpg,train
1,harbor,08324.jpg,train
4,parking_lot,08325.jpg,train
8,stadium,08326.jpg,train
1,harbor,08327.jpg,train
0,car,08328.jpg,train
9,storage_tank,08329.jpg,train
9,storage_tank,08330.jpg,train
0,car,08331.jpg,train
5,plane,08332.jpg,train
9,storage_tank,08333.jpg,train
6,runway_mark,08334.jpg,train
3,oil_gas_field,08335.jpg,train
6,runway_mark,08336.jpg,train
5,plane,08337.jpg,train
9,storage_tank,08338.jpg,train
4,parking_lot,08339.jpg,train
4,parking_lot,08340.jpg,train
8,stadium,08341.jpg,train
6,runway_mark,08342.jpg,train
9,storage_tank,08343.jpg,train
0,car,08344.jpg,train
5,plane,08345.jpg,train
1,harbor,08346.jpg,train
9,storage_tank,08347.jpg,train
3,oil_gas_field,08348.jpg,train
0,car,08349.jpg,train
8,stadium,08350.jpg,train
5,plane,08351.jpg,train
7,ship,08352.jpg,train
4,parking_lot,08353.jpg,train
8,stadium,08354.jpg,train
3,oil_gas_field,08355.jpg,train
8,stadium,08356.jpg,train
7,ship,08357.jpg,train
3,oil_gas_field,08358.jpg,train
6,runway_mark,08359.jpg,train
1,harbor,08360.jpg,train
9,storage_tank,08361.jpg,train
1,harbor,08362.jpg,train
9,storage_tank,08363.jpg,train
9,storage_tank,08364.jpg,train
2,helicopter,08365.jpg,train
4,parking_lot,08366.jpg,train
8,stadium,08367.jpg,train
0,car,08368.jpg,train
2,helicopter,08369.jpg,train
1,harbor,08370.jpg,train
5,plane,08371.jpg,train
8,stadium,08372.jpg,train
7,ship,08373.jpg,train
3,oil_gas_field,08374.jpg,train
7,ship,08375.jpg,train
5,plane,08376.jpg,train
2,helicopter,08377.jpg,train
6,runway_mark,08378.jpg,train
8,stadium,08379.jpg,train
8,stadium,08380.jpg,train
2,helicopter,08381.jpg,train
4,parking_lot,08382.jpg,train
2,helicopter,08383.jpg,train
8,stadium,08384.jpg,train
5,plane,08385.jpg,train
8,stadium,08386.jpg,train
8,stadium,08387.jpg,train
7,ship,08388.jpg,train
3,oil_gas_field,08389.jpg,train
2,helicopter,08390.jpg,train
0,car,08391.jpg,train
9,storage_tank,08392.jpg,train
7,ship,08393.jpg,train
7,ship,08394.jpg,train
6,runway_mark,08395.jpg,train
6,runway_mark,08396.jpg,train
7,ship,08397.jpg,train
1,harbor,08398.jpg,train
7,ship,08399.jpg,train
4,parking_lot,08400.jpg,train
6,runway_mark,08401.jpg,train
1,harbor,08402.jpg,train
6,runway_mark,08403.jpg,train
1,harbor,08404.jpg,train
5,plane,08405.jpg,train
1,harbor,08406.jpg,train
8,stadium,08407.jpg,train
6,runway_mark,08408.jpg,train
3,oil_gas_field,08409.jpg,train
4,parking_lot,08410.jpg,train
4,parking_lot,08411.jpg,train
8,stadium,08412.jpg,train
1,harbor,08413.jpg,train
0,car,08414.jpg,train
4,parking_lot,08415.jpg,train
1,harbor,08416.jpg,train
9,storage_tank,08417.jpg,train
6,runway_mark,08418.jpg,train
3,oil_gas_field,08419.jpg,train
0,car,08420.jpg,train
3,oil_gas_field,08421.jpg,train
8,stadium,08422.jpg,train
7,ship,08423.jpg,train
0,car,08424.jpg,train
3,oil_gas_field,08425.jpg,train
5,plane,08426.jpg,train
7,ship,08427.jpg,train
7,ship,08428.jpg,train
0,car,08429.jpg,train
5,plane,08430.jpg,train
4,parking_lot,08431.jpg,train
8,stadium,08432.jpg,train
1,harbor,08433.jpg,train
3,oil_gas_field,08434.jpg,train
5,plane,08435.jpg,train
8,stadium,08436.jpg,train
9,storage_tank,08437.jpg,train
2,helicopter,08438.jpg,train
4,parking_lot,08439.jpg,train
9,storage_tank,08440.jpg,train
7,ship,08441.jpg,train
2,helicopter,08442.jpg,train
9,storage_tank,08443.jpg,train
2,helicopter,08444.jpg,train
2,helicopter,08445.jpg,train
9,storage_tank,08446.jpg,train
4,parking_lot,08447.jpg,train
4,parking_lot,08448.jpg,train
0,car,08449.jpg,train
8,stadium,08450.jpg,train
3,oil_gas_field,08451.jpg,train
8,stadium,08452.jpg,train
1,harbor,08453.jpg,train
8,stadium,08454.jpg,train
2,helicopter,08455.jpg,train
1,harbor,08456.jpg,train
2,helicopter,08457.jpg,train
6,runway_mark,08458.jpg,train
9,storage_tank,08459.jpg,train
9,storage_tank,08460.jpg,train
6,runway_mark,08461.jpg,train
0,car,08462.jpg,train
0,car,08463.jpg,train
9,storage_tank,08464.jpg,train
0,car,08465.jpg,train
2,helicopter,08466.jpg,train
1,harbor,08467.jpg,train
5,plane,08468.jpg,train
7,ship,08469.jpg,train
1,harbor,08470.jpg,train
9,storage_tank,08471.jpg,train
4,parking_lot,08472.jpg,train
0,car,08473.jpg,train
7,ship,08474.jpg,train
3,oil_gas_field,08475.jpg,train
9,storage_tank,08476.jpg,train
0,car,08477.jpg,train
6,runway_mark,08478.jpg,train
2,helicopter,08479.jpg,train
9,storage_tank,08480.jpg,train
6,runway_mark,08481.jpg,train
0,car,08482.jpg,train
5,plane,08483.jpg,train
2,helicopter,08484.jpg,train
8,stadium,08485.jpg,train
8,stadium,08486.jpg,train
5,plane,08487.jpg,train
5,plane,08488.jpg,train
2,helicopter,08489.jpg,train
3,oil_gas_field,08490.jpg,train
6,runway_mark,08491.jpg,train
3,oil_gas_field,08492.jpg,train
1,harbor,08493.jpg,train
6,runway_mark,08494.jpg,train
4,parking_lot,08495.jpg,train
4,parking_lot,08496.jpg,train
8,stadium,08497.jpg,train
6,runway_mark,08498.jpg,train
9,storage_tank,08499.jpg,train
8,stadium,08500.jpg,train
5,plane,08501.jpg,train
3,oil_gas_field,08502.jpg,train
0,car,08503.jpg,train
6,runway_mark,08504.jpg,train
5,plane,08505.jpg,train
7,ship,08506.jpg,train
9,storage_tank,08507.jpg,train
7,ship,08508.jpg,train
3,oil_gas_field,08509.jpg,train
5,plane,08510.jpg,train
5,plane,08511.jpg,train
4,parking_lot,08512.jpg,train
0,car,08513.jpg,train
9,storage_tank,08514.jpg,train
9,storage_tank,08515.jpg,train
0,car,08516.jpg,train
7,ship,08517.jpg,train
0,car,08518.jpg,train
5,plane,08519.jpg,train
5,plane,08520.jpg,test
1,harbor,08521.jpg,test
4,parking_lot,08522.jpg,test
3,oil_gas_field,08523.jpg,test
7,ship,08524.jpg,test
7,ship,08525.jpg,test
8,stadium,08526.jpg,test
6,runway_mark,08527.jpg,test
9,storage_tank,08528.jpg,test
6,runway_mark,08529.jpg,test
6,runway_mark,08530.jpg,test
0,car,08531.jpg,test
3,oil_gas_field,08532.jpg,test
0,car,08533.jpg,test
1,harbor,08534.jpg,test
5,plane,08535.jpg,test
6,runway_mark,08536.jpg,test
3,oil_gas_field,08537.jpg,test
3,oil_gas_field,08538.jpg,test
7,ship,08539.jpg,test
0,car,08540.jpg,test
3,oil_gas_field,08541.jpg,test
2,helicopter,08542.jpg,test
4,parking_lot,08543.jpg,test
3,oil_gas_field,08544.jpg,test
4,parking_lot,08545.jpg,test
5,plane,08546.jpg,test
6,runway_mark,08547.jpg,test
4,parking_lot,08548.jpg,test
5,plane,08549.jpg,test
2,helicopter,08550.jpg,test
2,helicopter,08551.jpg,test
4,parking_lot,08552.jpg,test
7,ship,08553.jpg,test
8,stadium,08554.jpg,test
4,parking_lot,08555.jpg,test
4,parking_lot,08556.jpg,test
7,ship,08557.jpg,test
6,runway_mark,08558.jpg,test
7,ship,08559.jpg,test
0,car,08560.jpg,test
8,stadium,08561.jpg,test
4,parking_lot,08562.jpg,test
4,parking_lot,08563.jpg,test
1,harbor,08564.jpg,test
1,harbor,08565.jpg,test
4,parking_lot,08566.jpg,test
2,helicopter,08567.jpg,test
2,helicopter,08568.jpg,test
5,plane,08569.jpg,test
0,car,08570.jpg,test
1,harbor,08571.jpg,test
5,plane,08572.jpg,test
9,storage_tank,08573.jpg,test
1,harbor,08574.jpg,test
4,parking_lot,08575.jpg,test
4,parking_lot,08576.jpg,test
0,car,08577.jpg,test
2,helicopter,08578.jpg,test
8,stadium,08579.jpg,test
5,plane,08580.jpg,test
7,ship,08581.jpg,test
0,car,08582.jpg,test
6,runway_mark,08583.jpg,test
7,ship,08584.jpg,test
5,plane,08585.jpg,test
6,runway_mark,08586.jpg,test
2,helicopter,08587.jpg,test
7,ship,08588.jpg,test
3,oil_gas_field,08589.jpg,test
7,ship,08590.jpg,test
3,oil_gas_field,08591.jpg,test
3,oil_gas_field,08592.jpg,test
9,storage_tank,08593.jpg,test
8,stadium,08594.jpg,test
8,stadium,08595.jpg,test
0,car,08596.jpg,test
6,runway_mark,08597.jpg,test
7,ship,08598.jpg,test
9,storage_tank,08599.jpg,test
8,stadium,08600.jpg,test
8,stadium,08601.jpg,test
1,harbor,08602.jpg,test
5,plane,08603.jpg,test
3,oil_gas_field,08604.jpg,test
9,storage_tank,08605.jpg,test
5,plane,08606.jpg,test
3,oil_gas_field,08607.jpg,test
6,runway_mark,08608.jpg,test
3,oil_gas_field,08609.jpg,test
2,helicopter,08610.jpg,test
1,harbor,08611.jpg,test
5,plane,08612.jpg,test
5,plane,08613.jpg,test
6,runway_mark,08614.jpg,test
0,car,08615.jpg,test
5,plane,08616.jpg,test
5,plane,08617.jpg,test
0,car,08618.jpg,test
4,parking_lot,08619.jpg,test
2,helicopter,08620.jpg,test
0,car,08621.jpg,test
7,ship,08622.jpg,test
3,oil_gas_field,08623.jpg,test
6,runway_mark,08624.jpg,test
1,harbor,08625.jpg,test
8,stadium,08626.jpg,test
8,stadium,08627.jpg,test
0,car,08628.jpg,test
9,storage_tank,08629.jpg,test
